Chapter,Disorder_Group,Disorder,Sex,Region,Prevalence_Observed_%,Prevalence_AgeStd_%,Sample_n,CI_Lower_95_%,CI_Upper_95_%,CI_Width_pp,SE_%,Region_Population,Population_Weight,Source_Table
02,Common Mental Disorders,Generalised anxiety disorder,Men,North East,5.7,5.3,155.0,3.0101,10.5326,7.5225,1.919,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Men,North West,6.4,6.4,422.0,4.4357,9.151,4.7153,1.2029,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Men,Yorkshire & the Humber,4.5,4.7,273.0,2.6091,7.6536,5.0445,1.2869,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Men,East Midlands,4.3,4.5,318.0,2.5631,7.1279,4.5648,1.1645,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Men,West Midlands,4.4,4.5,343.0,2.6883,7.1218,4.4335,1.131,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Men,East of England,5.5,5.8,348.0,3.5547,8.4171,4.8624,1.2404,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Men,London,5.5,5.9,332.0,3.5182,8.4998,4.9816,1.2708,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Men,South East,4.3,4.1,549.0,2.897,6.3381,3.4411,0.8778,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Men,South West,3.7,3.5,318.0,2.1176,6.3876,4.27,1.0893,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Depressive episode,Men,North East,1.5,1.6,155.0,0.4483,4.8976,4.4493,1.135,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Depressive episode,Men,North West,4.6,4.5,422.0,2.9782,7.0409,4.0627,1.0364,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Depressive episode,Men,Yorkshire & the Humber,3.3,3.3,273.0,1.7462,6.1498,4.4036,1.1234,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Depressive episode,Men,East Midlands,2.2,2.2,318.0,1.0695,4.4716,3.4021,0.8679,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Depressive episode,Men,West Midlands,3.0,2.9,343.0,1.6513,5.3898,3.7385,0.9537,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Depressive episode,Men,East of England,1.5,1.5,348.0,0.6535,3.4056,2.7521,0.7021,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Depressive episode,Men,London,3.0,3.2,332.0,1.6356,5.4396,3.804,0.9704,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Depressive episode,Men,South East,2.2,2.3,549.0,1.2651,3.7992,2.5341,0.6465,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Depressive episode,Men,South West,3.9,4.1,318.0,2.2648,6.6357,4.3709,1.115,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,All phobias,Men,North East,0.9,0.7,155.0,0.1988,3.9761,3.7773,0.9636,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,All phobias,Men,North West,1.8,1.8,422.0,0.8993,3.5703,2.671,0.6814,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,All phobias,Men,Yorkshire & the Humber,1.9,2.1,273.0,0.8262,4.3087,3.4825,0.8884,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,All phobias,Men,East Midlands,0.6,0.7,318.0,0.1603,2.219,2.0587,0.5252,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,All phobias,Men,West Midlands,2.4,2.3,343.0,1.2324,4.622,3.3896,0.8647,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,All phobias,Men,East of England,0.9,0.8,348.0,0.3131,2.5591,2.246,0.573,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,All phobias,Men,London,2.5,2.4,332.0,1.2874,4.7992,3.5118,0.8959,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,All phobias,Men,South East,1.5,1.6,549.0,0.7692,2.9048,2.1356,0.5448,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,All phobias,Men,South West,2.4,2.4,318.0,1.2022,4.7341,3.5319,0.901,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Men,North East,1.0,0.8,155.0,0.236,4.134,3.898,0.9944,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Men,North West,1.1,1.0,422.0,0.4567,2.6255,2.1688,0.5533,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Men,Yorkshire & the Humber,0.3,0.3,273.0,0.0459,1.9334,1.8875,0.4815,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Men,East Midlands,1.1,1.2,318.0,0.4034,2.964,2.5606,0.6532,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Men,West Midlands,0.8,0.8,343.0,0.2605,2.4293,2.1688,0.5533,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Men,East of England,0.9,0.9,348.0,0.3131,2.5591,2.246,0.573,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Men,London,3.0,2.7,332.0,1.6356,5.4396,3.804,0.9704,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Men,South East,0.5,0.5,549.0,0.1628,1.5251,1.3623,0.3475,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Men,South West,0.3,0.2,318.0,0.0512,1.7352,1.684,0.4296,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Panic disorder,Men,North East,,,155.0,,,,,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Panic disorder,Men,North West,0.9,0.9,422.0,0.3425,2.3433,2.0008,0.5104,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Panic disorder,Men,Yorkshire & the Humber,0.8,0.8,273.0,0.2308,2.7346,2.5038,0.6387,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Panic disorder,Men,East Midlands,0.3,0.3,318.0,0.0512,1.7352,1.684,0.4296,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Panic disorder,Men,West Midlands,0.1,0.1,343.0,0.0076,1.2977,1.2901,0.3291,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Panic disorder,Men,East of England,,,348.0,,,,,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Panic disorder,Men,London,,,332.0,,,,,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Panic disorder,Men,South East,0.2,0.2,549.0,0.0377,1.0544,1.0167,0.2594,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Panic disorder,Men,South West,0.6,0.5,318.0,0.1603,2.219,2.0587,0.5252,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,CMD - NOS,Men,North East,4.8,4.9,155.0,2.3937,9.3926,6.9989,1.7855,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,CMD - NOS,Men,North West,7.5,7.2,422.0,5.3525,10.4142,5.0617,1.2913,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,CMD - NOS,Men,Yorkshire & the Humber,6.6,6.7,273.0,4.2162,10.1883,5.9721,1.5235,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,CMD - NOS,Men,East Midlands,6.2,6.2,318.0,4.0368,9.4088,5.372,1.3704,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,CMD - NOS,Men,West Midlands,5.3,5.3,343.0,3.3859,8.2042,4.8183,1.2292,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,CMD - NOS,Men,East of England,3.3,3.4,348.0,1.8749,5.7448,3.8699,0.9872,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,CMD - NOS,Men,London,9.2,8.1,332.0,6.5405,12.7928,6.2523,1.595,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,CMD - NOS,Men,South East,3.4,3.1,549.0,2.1788,5.2688,3.09,0.7883,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,CMD - NOS,Men,South West,5.6,6.2,318.0,3.5627,8.6972,5.1345,1.3098,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Any CMD,Men,North East,12.2,12.1,155.0,7.943,18.2853,10.3423,2.6384,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Any CMD,Men,North West,16.2,15.9,422.0,12.9922,20.0176,7.0254,1.7922,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Any CMD,Men,Yorkshire & the Humber,14.4,14.6,273.0,10.7289,19.0591,8.3302,2.1251,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Any CMD,Men,East Midlands,12.4,12.7,318.0,9.2202,16.4774,7.2572,1.8514,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Any CMD,Men,West Midlands,11.8,11.9,343.0,8.8017,15.6445,6.8428,1.7456,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Any CMD,Men,East of England,10.2,10.6,348.0,7.4425,13.8266,6.3841,1.6286,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Any CMD,Men,London,16.8,15.9,332.0,13.1633,21.1962,8.0329,2.0493,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Any CMD,Men,South East,9.7,9.4,549.0,7.4971,12.4629,4.9658,1.2668,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Any CMD,Men,South West,14.2,14.5,318.0,10.79,18.4646,7.6746,1.9578,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Women,North East,8.5,7.9,240.0,5.5929,12.7147,7.1218,1.8168,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Women,North West,7.8,8.0,589.0,5.8975,10.2494,4.3519,1.1102,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Women,Yorkshire & the Humber,5.3,5.6,424.0,3.5409,7.8618,4.3209,1.1023,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Women,East Midlands,6.3,6.2,405.0,4.32,9.1012,4.7812,1.2197,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Women,West Midlands,7.7,7.8,524.0,5.7128,10.3029,4.5901,1.1709,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Women,East of England,7.5,7.6,504.0,5.5082,10.1347,4.6265,1.1802,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Women,London,6.2,5.8,532.0,4.4481,8.5799,4.1318,1.054,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Women,South East,6.5,6.7,740.0,4.9388,8.5105,3.5717,0.9111,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Generalised anxiety disorder,Women,South West,6.8,7.1,530.0,4.9528,9.2689,4.3161,1.1011,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Depressive episode,Women,North East,4.8,4.5,240.0,2.7361,8.288,5.5519,1.4163,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Depressive episode,Women,North West,4.6,4.7,589.0,3.1824,6.6059,3.4235,0.8734,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Depressive episode,Women,Yorkshire & the Humber,2.1,2.2,424.0,1.105,3.9552,2.8502,0.7271,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Depressive episode,Women,East Midlands,4.6,4.6,405.0,2.9517,7.1015,4.1498,1.0587,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Depressive episode,Women,West Midlands,4.6,4.6,524.0,3.113,6.7478,3.6348,0.9273,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Depressive episode,Women,East of England,3.6,3.7,504.0,2.2932,5.6088,3.3156,0.8458,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Depressive episode,Women,London,3.6,3.4,532.0,2.3206,5.5447,3.2241,0.8225,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Depressive episode,Women,South East,2.4,2.5,740.0,1.5188,3.7728,2.254,0.575,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Depressive episode,Women,South West,4.2,4.3,530.0,2.7964,6.2628,3.4664,0.8843,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,All phobias,Women,North East,4.1,3.7,240.0,2.2314,7.4149,5.1835,1.3223,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,All phobias,Women,North West,4.4,4.5,589.0,3.0183,6.3727,3.3544,0.8557,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,All phobias,Women,Yorkshire & the Humber,2.9,3.1,424.0,1.6776,4.9682,3.2906,0.8395,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,All phobias,Women,East Midlands,2.1,2.0,405.0,1.0892,4.011,2.9218,0.7454,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,All phobias,Women,West Midlands,3.7,3.7,524.0,2.3918,5.6821,3.2903,0.8394,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,All phobias,Women,East of England,1.9,1.9,504.0,1.022,3.5057,2.4837,0.6336,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,All phobias,Women,London,2.9,2.6,532.0,1.7773,4.6981,2.9208,0.7451,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,All phobias,Women,South East,2.4,2.4,740.0,1.5188,3.7728,2.254,0.575,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,All phobias,Women,South West,3.1,3.6,530.0,1.929,4.946,3.017,0.7696,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Women,North East,1.0,1.0,240.0,0.3038,3.2401,2.9363,0.7491,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Women,North West,0.8,0.8,589.0,0.334,1.9036,1.5696,0.4004,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Women,Yorkshire & the Humber,1.2,1.3,424.0,0.5172,2.7591,2.2419,0.5719,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Women,East Midlands,4.5,4.4,405.0,2.8731,6.9819,4.1088,1.0482,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Women,West Midlands,1.4,1.4,524.0,0.6908,2.8166,2.1258,0.5423,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Women,East of England,1.6,1.6,504.0,0.815,3.1172,2.3022,0.5873,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Women,London,1.4,1.3,532.0,0.6944,2.8025,2.1081,0.5378,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Women,South East,0.6,0.7,740.0,0.2443,1.4659,1.2216,0.3116,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,Women,South West,2.2,2.5,530.0,1.253,3.8349,2.5819,0.6587,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Panic disorder,Women,North East,0.2,0.2,240.0,0.0202,1.9489,1.9287,0.492,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Panic disorder,Women,North West,1.9,1.8,589.0,1.0694,3.354,2.2846,0.5828,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Panic disorder,Women,Yorkshire & the Humber,0.3,0.2,424.0,0.0624,1.4301,1.3677,0.3489,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Panic disorder,Women,East Midlands,0.6,0.6,405.0,0.1834,1.945,1.7616,0.4494,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Panic disorder,Women,West Midlands,0.6,0.5,524.0,0.209,1.71,1.501,0.3829,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Panic disorder,Women,East of England,0.4,0.4,504.0,0.1103,1.4401,1.3298,0.3393,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Panic disorder,Women,London,1.4,1.5,532.0,0.6944,2.8025,2.1081,0.5378,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Panic disorder,Women,South East,0.4,0.3,740.0,0.1352,1.1771,1.0419,0.2658,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Panic disorder,Women,South West,1.2,1.2,530.0,0.563,2.5393,1.9763,0.5042,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,CMD - NOS,Women,North East,6.6,6.8,240.0,4.0933,10.4741,6.3808,1.6278,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,CMD - NOS,Women,North West,8.6,8.9,589.0,6.5955,11.141,4.5455,1.1596,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,CMD - NOS,Women,Yorkshire & the Humber,9.5,9.8,424.0,7.0616,12.6657,5.6041,1.4297,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,CMD - NOS,Women,East Midlands,10.7,10.7,405.0,8.0503,14.0882,6.0379,1.5403,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,CMD - NOS,Women,West Midlands,13.4,13.0,524.0,10.7481,16.5846,5.8365,1.4889,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,CMD - NOS,Women,East of England,8.0,7.8,504.0,5.9369,10.6985,4.7616,1.2147,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,CMD - NOS,Women,London,9.6,9.3,532.0,7.3786,12.4007,5.0221,1.2812,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,CMD - NOS,Women,South East,7.9,7.7,740.0,6.1668,10.068,3.9012,0.9952,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,CMD - NOS,Women,South West,12.1,12.8,530.0,9.5928,15.1526,5.5598,1.4183,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Any CMD,Women,North East,19.7,19.0,240.0,15.1625,25.1922,10.0297,2.5587,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Any CMD,Women,North West,21.9,22.3,589.0,18.748,25.4162,6.6682,1.7011,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Any CMD,Women,Yorkshire & the Humber,18.1,18.8,424.0,14.7269,22.0459,7.319,1.8671,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Any CMD,Women,East Midlands,21.5,21.1,405.0,17.7766,25.759,7.9824,2.0364,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Any CMD,Women,West Midlands,24.8,24.4,524.0,21.2947,28.6721,7.3774,1.882,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Any CMD,Women,East of England,17.9,17.9,504.0,14.7999,21.4858,6.6859,1.7056,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Any CMD,Women,London,20.8,19.9,532.0,17.5664,24.4523,6.8859,1.7566,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Any CMD,Women,South East,17.6,17.7,740.0,15.0255,20.5091,5.4836,1.3989,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Any CMD,Women,South West,24.7,26.3,530.0,21.2192,28.545,7.3258,1.8689,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Generalised anxiety disorder,All adults,North East,7.2,6.7,395.0,5.0421,10.1823,5.1402,1.3113,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Generalised anxiety disorder,All adults,North West,7.1,7.2,1011.0,5.674,8.8508,3.1768,0.8104,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Generalised anxiety disorder,All adults,Yorkshire & the Humber,4.9,5.2,697.0,3.53,6.7644,3.2344,0.8251,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Generalised anxiety disorder,All adults,East Midlands,5.3,5.3,723.0,3.8905,7.182,3.2915,0.8397,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Generalised anxiety disorder,All adults,West Midlands,6.1,6.2,867.0,4.6923,7.895,3.2027,0.817,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Generalised anxiety disorder,All adults,East of England,6.5,6.7,852.0,5.0321,8.3584,3.3263,0.8486,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Generalised anxiety disorder,All adults,London,5.8,5.9,864.0,4.4283,7.563,3.1347,0.7997,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Generalised anxiety disorder,All adults,South East,5.4,5.4,1289.0,4.2934,6.7716,2.4782,0.6322,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Generalised anxiety disorder,All adults,South West,5.4,5.5,848.0,4.0701,7.1322,3.0621,0.7812,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Depressive episode,All adults,North East,3.3,3.2,395.0,1.9399,5.5597,3.6198,0.9234,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Depressive episode,All adults,North West,4.6,4.6,1011.0,3.4716,6.0721,2.6005,0.6634,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Depressive episode,All adults,Yorkshire & the Humber,2.7,2.7,697.0,1.7316,4.1869,2.4553,0.6264,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Depressive episode,All adults,East Midlands,3.3,3.3,723.0,2.2249,4.8687,2.6438,0.6745,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Depressive episode,All adults,West Midlands,3.8,3.8,867.0,2.7177,5.2899,2.5722,0.6562,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Depressive episode,All adults,East of England,2.6,2.6,852.0,1.7256,3.8999,2.1743,0.5547,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Depressive episode,All adults,London,3.3,3.3,864.0,2.3004,4.7131,2.4127,0.6155,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Depressive episode,All adults,South East,2.3,2.4,1289.0,1.6124,3.2711,1.6587,0.4231,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Depressive episode,All adults,South West,4.1,4.2,848.0,2.9594,5.6546,2.6952,0.6876,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,All phobias,All adults,North East,2.6,2.3,395.0,1.4294,4.6837,3.2543,0.8302,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,All phobias,All adults,North West,3.1,3.1,1011.0,2.1965,4.3585,2.162,0.5515,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,All phobias,All adults,Yorkshire & the Humber,2.4,2.6,697.0,1.4982,3.8237,2.3255,0.5933,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,All phobias,All adults,East Midlands,1.3,1.3,723.0,0.6946,2.4202,1.7256,0.4402,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,All phobias,All adults,West Midlands,3.1,3.1,867.0,2.1373,4.4765,2.3392,0.5967,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,All phobias,All adults,East of England,1.4,1.4,852.0,0.8013,2.435,1.6337,0.4167,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,All phobias,All adults,London,2.7,2.5,864.0,1.8109,4.0079,2.197,0.5605,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,All phobias,All adults,South East,2.0,2.0,1289.0,1.3663,2.919,1.5527,0.3961,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,All phobias,All adults,South West,2.8,3.1,848.0,1.8847,4.141,2.2563,0.5756,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,All adults,North East,1.0,0.9,395.0,0.3874,2.5565,2.1691,0.5534,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,All adults,North West,1.0,0.9,1011.0,0.5458,1.8251,1.2793,0.3264,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,All adults,Yorkshire & the Humber,0.8,0.8,697.0,0.3571,1.7822,1.4251,0.3635,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,All adults,East Midlands,2.7,2.7,723.0,1.7454,4.1545,2.4091,0.6146,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,All adults,West Midlands,1.1,1.1,867.0,0.5902,2.0413,1.4511,0.3702,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,All adults,East of England,1.3,1.2,852.0,0.7288,2.3083,1.5795,0.4029,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,All adults,London,2.2,2.0,864.0,1.413,3.4102,1.9972,0.5095,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,All adults,South East,0.6,0.6,1289.0,0.301,1.1926,0.8916,0.2275,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Obsessive compulsive disorder,All adults,South West,1.3,1.5,848.0,0.7279,2.3114,1.5835,0.404,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Panic disorder,All adults,North East,0.1,0.1,395.0,0.0086,1.1526,1.144,0.2919,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,Panic disorder,All adults,North West,1.4,1.3,1011.0,0.8381,2.3299,1.4918,0.3806,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Panic disorder,All adults,Yorkshire & the Humber,0.5,0.5,697.0,0.1828,1.3598,1.177,0.3002,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Panic disorder,All adults,East Midlands,0.4,0.5,723.0,0.1337,1.1906,1.0569,0.2696,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Panic disorder,All adults,West Midlands,0.4,0.4,867.0,0.1459,1.0917,0.9458,0.2413,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Panic disorder,All adults,East of England,0.2,0.2,852.0,0.05,0.7971,0.7471,0.1906,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Panic disorder,All adults,London,0.7,0.8,864.0,0.3221,1.5143,1.1922,0.3041,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Panic disorder,All adults,South East,0.3,0.3,1289.0,0.115,0.7804,0.6654,0.1697,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Panic disorder,All adults,South West,1.0,0.9,848.0,0.5172,1.9247,1.4075,0.3591,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,CMD - NOS,All adults,North East,5.7,5.9,395.0,3.8117,8.4417,4.63,1.1811,2154854,0.048959420273917774,2.11
02,Common Mental Disorders,CMD - NOS,All adults,North West,8.0,8.1,1011.0,6.4823,9.8357,3.3534,0.8555,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,CMD - NOS,All adults,Yorkshire & the Humber,8.1,8.3,697.0,6.2967,10.3626,4.0659,1.0372,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,CMD - NOS,All adults,East Midlands,8.3,8.4,723.0,6.5027,10.5381,4.0354,1.0295,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,CMD - NOS,All adults,West Midlands,9.5,9.3,867.0,7.723,11.6343,3.9113,0.9978,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,CMD - NOS,All adults,East of England,5.7,5.6,852.0,4.3329,7.4648,3.1319,0.799,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,CMD - NOS,All adults,London,9.4,8.7,864.0,7.6298,11.5296,3.8998,0.9949,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,CMD - NOS,All adults,South East,5.6,5.4,1289.0,4.4717,6.9922,2.5205,0.643,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,CMD - NOS,All adults,South West,9.2,9.8,848.0,7.4344,11.3336,3.8992,0.9947,4473319,0.10163616882642702,2.11
02,Common Mental Disorders,Any CMD,All adults,North East,16.2,15.7,395.0,12.8949,20.1562,7.2613,1.8524,2154854,0.048959420273917774,2.11
