Chapter,Disorder_Group,Disorder,Sex,Region,Prevalence_Observed_%,Prevalence_AgeStd_%,Sample_n,CI_Lower_95_%,CI_Upper_95_%,CI_Width_pp,SE_%,Region_Population,Population_Weight,Source_Table
08,ADHD,ADHD screen (all 6 symptoms),All adults,East of England,0.6643,0.6587,852.0,0.2982,1.4733,1.1751,0.2998,4875281,0.1107689576335316,8.6
08,ADHD,ADHD screen (all 6 symptoms),All adults,London,1.4029,1.2492,863.0,0.8062,2.4303,1.6241,0.4143,6806412,0.1546452732600154,8.6
08,ADHD,ADHD screen (all 6 symptoms),All adults,South East,0.4087,0.4107,1288.0,0.1783,0.934,0.7557,0.1928,7184102,0.1632265894156603,8.6
08,ADHD,ADHD screen (all 6 symptoms),All adults,South West,0.7149,0.8375,847.0,0.3292,1.5457,1.2165,0.3103,4473319,0.10163616882642702,8.6
09,Bipolar Disorder,Bipolar disorder screen positive,Men,North East,1.167,1.2511,138.0,0.2821,4.697,4.4149,1.1263,2154854,0.048959420273917774,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Men,North West,2.1667,2.1875,402.0,1.1324,4.1065,2.9741,0.7587,5790512,0.1315634890387767,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Men,Yorkshire & the Humber,0.8101,0.808,245.0,0.2215,2.9175,2.696,0.6878,4347165,0.09876988335871746,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Men,East Midlands,1.9293,2.026,309.0,0.885,4.1541,3.2691,0.834,3782353,0.0859370565946991,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Men,West Midlands,2.1449,2.3898,316.0,1.0311,4.4082,3.3771,0.8615,4599064,0.10449316159825463,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Men,East of England,3.3768,3.2978,340.0,1.9187,5.8767,3.958,1.0097,4875281,0.1107689576335316,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Men,London,3.0161,2.7129,303.0,1.6023,5.6063,4.004,1.0215,6806412,0.1546452732600154,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Men,South East,1.6592,1.7846,526.0,0.867,3.1524,2.2854,0.583,7184102,0.1632265894156603,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Men,South West,1.9674,2.1396,302.0,0.9014,4.24,3.3386,0.8517,4473319,0.10163616882642702,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Women,North East,3.2426,2.3624,222.0,1.5947,6.4811,4.8864,1.2466,2154854,0.048959420273917774,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Women,North West,0.9771,0.9724,565.0,0.4347,2.1817,1.747,0.4457,5790512,0.1315634890387767,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Women,Yorkshire & the Humber,1.1422,1.3179,376.0,0.459,2.8136,2.3546,0.6007,4347165,0.09876988335871746,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Women,East Midlands,3.5533,3.6809,389.0,2.1214,5.8936,3.7722,0.9623,3782353,0.0859370565946991,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Women,West Midlands,0.4184,0.416,486.0,0.1159,1.4986,1.3827,0.3527,4599064,0.10449316159825463,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Women,East of England,2.1028,2.0855,485.0,1.1528,3.8056,2.6528,0.6768,4875281,0.1107689576335316,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Women,London,2.2028,1.9836,477.0,1.2183,3.951,2.7327,0.6971,6806412,0.1546452732600154,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Women,South East,1.5869,1.5117,695.0,0.889,2.817,1.928,0.4918,7184102,0.1632265894156603,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,Women,South West,2.1781,2.37,500.0,1.217,3.8684,2.6514,0.6764,4473319,0.10163616882642702,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,All adults,North East,2.2871,1.8508,360.0,1.1743,4.4074,3.2331,0.8248,2154854,0.048959420273917774,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,All adults,North West,1.5778,1.586,967.0,0.9624,2.5763,1.6139,0.4117,5790512,0.1315634890387767,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,All adults,Yorkshire & the Humber,0.9766,1.0635,621.0,0.4501,2.1059,1.6558,0.4224,4347165,0.09876988335871746,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,All adults,East Midlands,2.695,2.8063,698.0,1.7282,4.1796,2.4514,0.6254,3782353,0.0859370565946991,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,All adults,West Midlands,1.2389,1.354,802.0,0.673,2.2697,1.5967,0.4073,4599064,0.10449316159825463,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,All adults,East of England,2.7332,2.6854,825.0,1.8208,4.0837,2.2629,0.5773,4875281,0.1107689576335316,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,All adults,London,2.5915,2.3321,780.0,1.6876,3.9601,2.2725,0.5797,6806412,0.1546452732600154,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,All adults,South East,1.6232,1.649,1221.0,1.0512,2.4987,1.4475,0.3693,7184102,0.1632265894156603,9.4
09,Bipolar Disorder,Bipolar disorder screen positive,All adults,South West,2.0817,2.2645,802.0,1.2983,3.322,2.0237,0.5163,4473319,0.10163616882642702,9.4
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Men,North East,73.38265243112384,73.38265243112384,155.0,65.921,79.7134,13.7924,3.5185,2154854,0.048959420273917774,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Men,North West,64.55589714229805,64.55589714229805,422.0,59.8795,68.9697,9.0902,2.319,5790512,0.1315634890387767,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Men,Yorkshire & the Humber,69.81386971683436,69.81386971683436,273.0,64.1243,74.9535,10.8292,2.7626,4347165,0.09876988335871746,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Men,East Midlands,75.22623987381428,75.22623987381428,318.0,70.1992,79.6511,9.4519,2.4113,3782353,0.0859370565946991,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Men,West Midlands,75.02342843558081,75.02342843558081,343.0,70.1822,79.3103,9.1281,2.3286,4599064,0.10449316159825463,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Men,East of England,78.02526270809344,78.02526270809344,348.0,73.3818,82.0568,8.675,2.213,4875281,0.1107689576335316,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Men,London,78.09300940276508,78.09300940276508,332.0,73.3364,82.207,8.8706,2.2629,6806412,0.1546452732600154,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Men,South East,73.85322115460269,73.85322115460269,549.0,70.0207,77.3543,7.3336,1.8708,7184102,0.1632265894156603,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Men,South West,75.35767563197601,75.35767563197601,318.0,70.3373,79.7727,9.4354,2.407,4473319,0.10163616882642702,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Men,North East,23.18636494876574,23.18636494876574,155.0,17.2399,30.4298,13.1899,3.3648,2154854,0.048959420273917774,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Men,North West,30.80358121392385,30.80358121392385,422.0,26.5884,35.3651,8.7767,2.239,5790512,0.1315634890387767,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Men,Yorkshire & the Humber,25.419180212708746,25.419180212708746,273.0,20.62,30.9005,10.2805,2.6226,4347165,0.09876988335871746,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Men,East Midlands,18.12157535784689,18.12157535784689,318.0,14.2766,22.7276,8.451,2.1559,3782353,0.0859370565946991,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Men,West Midlands,19.445321561978723,19.445321561978723,343.0,15.6048,23.9627,8.3579,2.1321,4599064,0.10449316159825463,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Men,East of England,18.396777768787423,18.396777768787423,348.0,14.6786,22.8051,8.1265,2.0731,4875281,0.1107689576335316,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Men,London,17.51964636810861,17.51964636810861,332.0,13.8087,21.9737,8.165,2.0829,6806412,0.1546452732600154,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Men,South East,22.52995900181568,22.52995900181568,549.0,19.2331,26.2086,6.9755,1.7795,7184102,0.1632265894156603,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Men,South West,21.53020009115084,21.53020009115084,318.0,17.3666,26.3734,9.0068,2.2977,4473319,0.10163616882642702,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Men,North East,0.9700933345119027,0.9700933345119027,155.0,0.2247,4.087,3.8623,0.9853,2154854,0.048959420273917774,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Men,North West,3.03621832803523,3.03621832803523,422.0,1.7761,5.1437,3.3676,0.8591,5790512,0.1315634890387767,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Men,Yorkshire & the Humber,2.8933889703915505,2.8933889703915505,273.0,1.4671,5.6269,4.1598,1.0612,4347165,0.09876988335871746,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Men,East Midlands,3.5923532575561543,3.5923532575561543,318.0,2.039,6.2535,4.2145,1.0752,3782353,0.0859370565946991,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Men,West Midlands,2.986188111935153,2.986188111935153,343.0,1.6415,5.3723,3.7308,0.9518,4599064,0.10449316159825463,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Men,East of England,2.5332702566593586,2.5332702566593586,348.0,1.3298,4.7733,3.4435,0.8785,4875281,0.1107689576335316,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Men,London,3.103680360964983,3.103680360964983,332.0,1.7094,5.5708,3.8614,0.9851,6806412,0.1546452732600154,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Men,South East,1.8281148134259437,1.8281148134259437,549.0,0.997,3.3286,2.3316,0.5948,7184102,0.1632265894156603,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Men,South West,0.7015934698709182,0.7015934698709182,318.0,0.2048,2.3753,2.1705,0.5537,4473319,0.10163616882642702,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Men,North East,2.4608892855984603,2.4608892855984603,155.0,0.941,6.2802,5.3392,1.3621,2154854,0.048959420273917774,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Men,North West,1.6043033157428406,1.6043033157428406,422.0,0.7702,3.3115,2.5413,0.6483,5790512,0.1315634890387767,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Men,Yorkshire & the Humber,1.8735611000653383,1.8735611000653383,273.0,0.8102,4.2726,3.4624,0.8833,4347165,0.09876988335871746,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Men,East Midlands,3.0598315107827156,3.0598315107827156,318.0,1.6569,5.5833,3.9264,1.0017,3782353,0.0859370565946991,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Men,West Midlands,2.5450618905054245,2.5450618905054245,343.0,1.3319,4.8094,3.4775,0.8871,4599064,0.10449316159825463,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Men,East of England,1.0446892664597682,1.0446892664597682,348.0,0.3899,2.7685,2.3786,0.6068,4875281,0.1107689576335316,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Men,London,1.283663868161268,1.283663868161268,332.0,0.5143,3.1675,2.6532,0.6769,6806412,0.1546452732600154,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Men,South East,1.7887050301554643,1.7887050301554643,549.0,0.9692,3.2782,2.309,0.589,7184102,0.1632265894156603,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Men,South West,2.4105308070022136,2.4105308070022136,318.0,1.2092,4.7479,3.5387,0.9027,4473319,0.10163616882642702,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Men,North East,26.6173475688761,26.6173475688761,155.0,20.2866,34.079,13.7924,3.5185,2154854,0.048959420273917774,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Men,North West,35.44410285770192,35.44410285770192,422.0,31.0303,40.1205,9.0902,2.319,5790512,0.1315634890387767,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Men,Yorkshire & the Humber,30.186130283165635,30.186130283165635,273.0,25.0465,35.8757,10.8292,2.7626,4347165,0.09876988335871746,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Men,East Midlands,24.77376012618576,24.77376012618576,318.0,20.3489,29.8008,9.4519,2.4113,3782353,0.0859370565946991,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Men,West Midlands,24.976571564419302,24.976571564419302,343.0,20.6897,29.8178,9.1281,2.3286,4599064,0.10449316159825463,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Men,East of England,21.97473729190655,21.97473729190655,348.0,17.9432,26.6182,8.675,2.213,4875281,0.1107689576335316,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Men,London,21.90699059723486,21.90699059723486,332.0,17.793,26.6636,8.8706,2.2629,6806412,0.1546452732600154,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Men,South East,26.14677884539709,26.14677884539709,549.0,22.6457,29.9793,7.3336,1.8708,7184102,0.1632265894156603,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Men,South West,24.64232436802397,24.64232436802397,318.0,20.2273,29.6627,9.4354,2.407,4473319,0.10163616882642702,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Men,North East,3.4309826201103633,3.4309826201103633,155.0,1.5107,7.6037,6.093,1.5544,2154854,0.048959420273917774,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Men,North West,4.6405216437780705,4.6405216437780705,422.0,3.0103,7.0891,4.0788,1.0406,5790512,0.1315634890387767,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Men,Yorkshire & the Humber,4.766950070456889,4.766950070456889,273.0,2.8075,7.9817,5.1742,1.32,4347165,0.09876988335871746,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Men,East Midlands,6.65218476833887,6.65218476833887,318.0,4.3984,9.9408,5.5424,1.4139,3782353,0.0859370565946991,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Men,West Midlands,5.5312500024405775,5.5312500024405775,343.0,3.5682,8.4793,4.9111,1.2529,4599064,0.10449316159825463,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Men,East of England,3.5779595231191266,3.5779595231191266,348.0,2.0789,6.0907,4.0118,1.0234,4875281,0.1107689576335316,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Men,London,4.387344229126251,4.387344229126251,332.0,2.6573,7.1608,4.5035,1.1489,6806412,0.1546452732600154,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Men,South East,3.616819843581408,3.616819843581408,549.0,2.3497,5.5285,3.1788,0.8109,7184102,0.1632265894156603,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Men,South West,3.1121242768731316,3.1121242768731316,318.0,1.6938,5.6497,3.9559,1.0092,4473319,0.10163616882642702,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Women,North East,82.89311795125565,82.89311795125565,240.0,77.6201,87.1297,9.5096,2.426,2154854,0.048959420273917774,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Women,North West,84.51315803159845,84.51315803159845,589.0,81.3687,87.2103,5.8416,1.4902,5790512,0.1315634890387767,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Women,Yorkshire & the Humber,83.62823266546027,83.62823266546027,424.0,79.8072,86.8454,7.0382,1.7955,4347165,0.09876988335871746,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Women,East Midlands,89.28171002655883,89.28171002655883,405.0,85.8914,91.9338,6.0424,1.5415,3782353,0.0859370565946991,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Women,West Midlands,86.78692207684453,86.78692207684453,524.0,83.618,89.4204,5.8024,1.4802,4599064,0.10449316159825463,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Women,East of England,90.73600982342673,90.73600982342673,504.0,87.8875,92.9682,5.0807,1.2961,4875281,0.1107689576335316,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Women,London,85.2717824449306,85.2717824449306,532.0,82.0077,88.0302,6.0225,1.5364,6806412,0.1546452732600154,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Women,South East,86.65539217599171,86.65539217599171,740.0,84.015,88.9172,4.9022,1.2506,7184102,0.1632265894156603,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),Women,South West,88.82492361220449,88.82492361220449,530.0,85.8584,91.2327,5.3743,1.371,4473319,0.10163616882642702,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Women,North East,14.716745253485353,14.716745253485353,240.0,10.7913,19.7538,8.9625,2.2864,2154854,0.048959420273917774,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Women,North West,13.888693619439712,13.888693619439712,589.0,11.3291,16.9163,5.5872,1.4253,5790512,0.1315634890387767,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Women,Yorkshire & the Humber,13.617981155705863,13.617981155705863,424.0,10.6783,17.211,6.5327,1.6665,4347165,0.09876988335871746,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Women,East Midlands,9.45395400449464,9.45395400449464,405.0,6.9734,12.6964,5.723,1.46,3782353,0.0859370565946991,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Women,West Midlands,11.385729670734717,11.385729670734717,524.0,8.9425,14.391,5.4485,1.39,4599064,0.10449316159825463,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Women,East of England,7.236571821851859,7.236571821851859,504.0,5.2835,9.8365,4.553,1.1615,4875281,0.1107689576335316,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Women,London,12.550595141591515,12.550595141591515,532.0,10.0012,15.6369,5.6357,1.4377,6806412,0.1546452732600154,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Women,South East,11.798280949602322,11.798280949602322,740.0,9.669,14.3222,4.6532,1.1871,7184102,0.1632265894156603,10.6
10,Alcohol Use,Hazardous drinking (AUDIT 8-15),Women,South West,9.867529069020271,9.867529069020271,530.0,7.6101,12.7026,5.0925,1.2991,4473319,0.10163616882642702,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Women,North East,2.3901367952589623,2.3901367952589623,240.0,1.0815,5.1988,4.1173,1.0503,2154854,0.048959420273917774,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Women,North West,1.2063241342071627,1.2063241342071627,589.0,0.5886,2.4564,1.8678,0.4765,5790512,0.1315634890387767,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Women,Yorkshire & the Humber,2.2646467835294506,2.2646467835294506,424.0,1.2198,4.1667,2.9469,0.7518,4347165,0.09876988335871746,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Women,East Midlands,1.0960552307408207,1.0960552307408207,405.0,0.4466,2.6645,2.2179,0.5658,3782353,0.0859370565946991,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Women,West Midlands,0.3093056651578603,0.3093056651578603,524.0,0.075,1.2669,1.1919,0.3041,4599064,0.10449316159825463,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Women,East of England,1.0473486233293423,1.0473486233293423,504.0,0.4579,2.3774,1.9195,0.4897,4875281,0.1107689576335316,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Women,London,1.4140401112005028,1.4140401112005028,532.0,0.7037,2.821,2.1173,0.5401,6806412,0.1546452732600154,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Women,South East,1.3961210854892756,1.3961210854892756,740.0,0.7674,2.5269,1.7595,0.4489,7184102,0.1632265894156603,10.6
10,Alcohol Use,Harmful/mild dependence (AUDIT 16-19),Women,South West,0.6815490104365884,0.6815490104365884,530.0,0.2535,1.8194,1.5659,0.3995,4473319,0.10163616882642702,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Women,North East,,,240.0,,,,,2154854,0.048959420273917774,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Women,North West,0.39182421475464957,0.39182421475464957,589.0,0.1164,1.3101,1.1937,0.3045,5790512,0.1315634890387767,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Women,Yorkshire & the Humber,0.4891393953044343,0.4891393953044343,424.0,0.137,1.7303,1.5933,0.4065,4347165,0.09876988335871746,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Women,East Midlands,0.1682807382056485,0.1682807382056485,405.0,0.0224,1.2506,1.2282,0.3133,3782353,0.0859370565946991,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Women,West Midlands,1.518042587262931,1.518042587262931,524.0,0.7697,2.972,2.2023,0.5618,4599064,0.10449316159825463,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Women,East of England,0.9800697313921785,0.9800697313921785,504.0,0.4173,2.2845,1.8672,0.4763,4875281,0.1107689576335316,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Women,London,0.7635823022773781,0.7635823022773781,532.0,0.2994,1.9338,1.6344,0.4169,6806412,0.1546452732600154,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Women,South East,0.15020578891669667,0.15020578891669667,740.0,0.0285,0.7868,0.7583,0.1934,7184102,0.1632265894156603,10.6
10,Alcohol Use,Probable dependence (AUDIT 20+),Women,South West,0.6259983083387137,0.6259983083387137,530.0,0.2237,1.7388,1.5151,0.3865,4473319,0.10163616882642702,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Women,North East,17.106882048744314,17.106882048744314,240.0,12.8703,22.3799,9.5096,2.426,2154854,0.048959420273917774,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Women,North West,15.486841968401524,15.486841968401524,589.0,12.7897,18.6313,5.8416,1.4902,5790512,0.1315634890387767,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Women,Yorkshire & the Humber,16.371767334539747,16.371767334539747,424.0,13.1546,20.1928,7.0382,1.7955,4347165,0.09876988335871746,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Women,East Midlands,10.71828997344111,10.71828997344111,405.0,8.0662,14.1086,6.0424,1.5415,3782353,0.0859370565946991,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Women,West Midlands,13.213077923155508,13.213077923155508,524.0,10.5796,16.382,5.8024,1.4802,4599064,0.10449316159825463,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Women,East of England,9.263990176573381,9.263990176573381,504.0,7.0318,12.1125,5.0807,1.2961,4875281,0.1107689576335316,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Women,London,14.728217555069396,14.728217555069396,532.0,11.9698,17.9923,6.0225,1.5364,6806412,0.1546452732600154,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Women,South East,13.344607824008294,13.344607824008294,740.0,11.0828,15.985,4.9022,1.2506,7184102,0.1632265894156603,10.6
10,Alcohol Use,Harmful/dependent drinking (AUDIT 8+),Women,South West,11.175076387795574,11.175076387795574,530.0,8.7673,14.1416,5.3743,1.371,4473319,0.10163616882642702,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Women,North East,2.3901367952589623,2.3901367952589623,240.0,1.0815,5.1988,4.1173,1.0503,2154854,0.048959420273917774,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Women,North West,1.5981483489618122,1.5981483489618122,589.0,0.8547,2.9688,2.1141,0.5393,5790512,0.1315634890387767,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Women,Yorkshire & the Humber,2.753786178833885,2.753786178833885,424.0,1.5704,4.7856,3.2152,0.8202,4347165,0.09876988335871746,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Women,East Midlands,1.2643359689464693,1.2643359689464693,405.0,0.5464,2.8981,2.3517,0.5999,3782353,0.0859370565946991,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Women,West Midlands,1.8273482524207914,1.8273482524207914,524.0,0.9827,3.3731,2.3904,0.6098,4599064,0.10449316159825463,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Women,East of England,2.0274183547215205,2.0274183547215205,504.0,1.1119,3.6686,2.5567,0.6522,4875281,0.1107689576335316,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Women,London,2.1776224134778808,2.1776224134778808,532.0,1.238,3.8029,2.5649,0.6543,6806412,0.1546452732600154,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Women,South East,1.5463268744059722,1.5463268744059722,740.0,0.8752,2.7179,1.8427,0.4701,7184102,0.1632265894156603,10.6
10,Alcohol Use,High-risk drinking (AUDIT 16+),Women,South West,1.3075473187753022,1.3075473187753022,530.0,0.6326,2.6833,2.0507,0.5232,4473319,0.10163616882642702,10.6
10,Alcohol Use,Non-drinker/low risk (AUDIT 0-7),All adults,North East,78.48320741461472,78.48320741461472,395.0,74.1666,82.2512,8.0846,2.0624,2154854,0.048959420273917774,10.6
